03200915,-19,1242,AUS,LAX
03200915,-2,1069,LAS,SAT
03200915,-6,308,LAX,SJC
03200915,-8,333,ONT,SJC
03200915,0,2106,LAS,BWI
03200915,0,407,OAK,LAS
03200915,2,296,DAL,LIT
03200915,20,829,CMH,TPA
03200918,16,616,BNA,MCO
03200920,-10,588,BWI,BNA
03200920,-10,758,PBI,BNA
03200920,-3,687,HOU,STL
03200920,-6,543,OAK,PDX
03200920,-8,325,ONT,PHX
03200920,-8,666,JAN,MDW
03200920,0,1295,LIT,LAS
03200920,0,304,SAN,PHX
03200921,-6,570,BHM,HOU
03200922,76,1455,BHM,PHX
03200925,-11,288,ALB,BWI
03200925,-15,515,BWI,IND
03200925,-18,612,TPA,BNA
03200925,-2,281,BWI,BUF
03200925,-7,180,OAK,RNO
03200925,0,224,SEA,GEG
03200925,0,358,SMF,BUR
03200925,0,632,MDW,RDU
03200925,10,237,DAL,TUL
03200925,4,197,FLL,TPA
03200925,6,453,HOU,TUL
03200929,-3,303,MSY,HOU
03200930,-1,283,BWI,BDL
03200930,-10,223,MCI,TUL
03200930,-10,281,BUF,BWI
03200930,-16,935,TUL,PHX
03200930,-2,189,DAL,AUS
03200930,-2,283,BDL,BWI
03200930,-25,934,STL,ABQ
03200930,-3,239,HOU,DAL
03200930,-5,1140,LAS,MCI
03200930,-5,307,MDW,CLE
03200930,-7,513,JAX,MSY
03200930,-8,370,PHX,LAX
03200930,-9,223,LAS,BUR
03200930,-9,271,SDF,MDW
03200930,0,1751,BNA,ONT
03200930,11,239,DAL,HOU
03200930,13,1977,BNA,SEA
03200930,14,670,HOU,BNA
03200930,3,314,CLE,BWI
